EUR/USD,20090501 00:02:31.512,1.32452,1.32456
EUR/USD,20090501 00:02:31.517,1.32451,1.32458
EUR/USD,20090501 00:02:31.536,1.32452,1.32458
EUR/USD,20090501 00:02:31.763,1.32452,1.32461
EUR/USD,20090501 00:02:31.768,1.32452,1.32463
EUR/USD,20090501 00:02:31.774,1.32452,1.32459
EUR/USD,20090501 00:02:31.777,1.3245,1.32459
EUR/USD,20090501 00:02:32.259,1.32452,1.32456
EUR/USD,20090501 00:02:32.260,1.32451,1.32458
EUR/USD,20090501 00:02:32.287,1.32452,1.32458
EUR/USD,20090501 00:02:32.385,1.32451,1.32458
EUR/USD,20090501 00:02:32.531,1.32451,1.32458
EUR/USD,20090501 00:02:32.762,1.3245,1.32459
EUR/USD,20090501 00:02:33.029,1.32452,1.32459
EUR/USD,20090501 00:02:33.033,1.32452,1.32461
EUR/USD,20090501 00:02:33.144,1.32452,1.32463
EUR/USD,20090501 00:02:33.274,1.3245,1.32463
EUR/USD,20090501 00:02:33.277,1.3245,1.32459
EUR/USD,20090501 00:02:33.297,1.3245,1.32459
EUR/USD,20090501 00:02:33.758,1.32452,1.32458
EUR/USD,20090501 00:02:33.759,1.32451,1.32459
EUR/USD,20090501 00:02:33.770,1.32451,1.32461
EUR/USD,20090501 00:02:33.774,1.32451,1.32461
EUR/USD,20090501 00:02:33.793,1.32451,1.32463
EUR/USD,20090501 00:02:34.034,1.32451,1.32459
EUR/USD,20090501 00:02:34.519,1.32451,1.32461
EUR/USD,20090501 00:02:34.570,1.32451,1.32463
EUR/USD,20090501 00:02:34.756,1.3245,1.32461
EUR/USD,20090501 00:02:34.757,1.3245,1.32457
EUR/USD,20090501 00:02:35.507,1.32452,1.32457
EUR/USD,20090501 00:02:35.508,1.32451,1.32459
EUR/USD,20090501 00:02:36.025,1.32457,1.32461
EUR/USD,20090501 00:02:36.039,1.32458,1.32461
EUR/USD,20090501 00:02:36.040,1.3246,1.32461
EUR/USD,20090501 00:02:45.757,1.3246,1.32466
EUR/USD,20090501 00:02:45.758,1.3246,1.32464
EUR/USD,20090501 00:02:45.760,1.3246,1.32468
EUR/USD,20090501 00:02:45.780,1.32458,1.32468
EUR/USD,20090501 00:02:45.780,1.32453,1.32467
EUR/USD,20090501 00:02:45.821,1.32453,1.32466
EUR/USD,20090501 00:02:45.862,1.32453,1.32465
EUR/USD,20090501 00:02:48.378,1.32453,1.32466
EUR/USD,20090501 00:02:51.760,1.32453,1.32464
EUR/USD,20090501 00:02:51.763,1.32451,1.32465
EUR/USD,20090501 00:02:51.882,1.32451,1.32464
EUR/USD,20090501 00:02:58.018,1.32457,1.32462
EUR/USD,20090501 00:02:58.019,1.32457,1.32464
EUR/USD,20090501 00:02:58.025,1.32456,1.32463
EUR/USD,20090501 00:02:58.036,1.3246,1.32463
EUR/USD,20090501 00:02:58.512,1.32462,1.32466
EUR/USD,20090501 00:02:58.514,1.32461,1.32468
EUR/USD,20090501 00:03:18.015,1.32466,1.32471
EUR/USD,20090501 00:03:18.016,1.32466,1.32474
EUR/USD,20090501 00:03:18.291,1.3247,1.32474
EUR/USD,20090501 00:03:18.292,1.3247,1.32475
EUR/USD,20090501 00:03:18.515,1.32471,1.32475
EUR/USD,20090501 00:03:18.520,1.3247,1.32476
EUR/USD,20090501 00:03:22.759,1.32473,1.32479
EUR/USD,20090501 00:03:23.039,1.32473,1.3248
EUR/USD,20090501 00:03:23.261,1.32474,1.32483
EUR/USD,20090501 00:03:23.301,1.32475,1.32482
EUR/USD,20090501 00:03:33.013,1.32477,1.32484
EUR/USD,20090501 00:03:35.763,1.32482,1.32484
EUR/USD,20090501 00:03:35.764,1.3248,1.32484
